,A,Q,Context,len_Context,label
2734,Oh yeah. She's been gray as a mule since she was seventeen.,Marge dyes her hair?,"He's a horrible excuse for an educator. So something wasn't working in bed, huh? Trouble in paradise, huh? DERISIVE LAUGH) Marge dyes her hair?",4.0,1.0
2738,Yes ma'am.,"Homer, don't ever tell them personal stuff about me again.","Homer, I really don't like you telling personal secrets in your class. Today at the Kwik-E-Mart everybody knew I dyed my hair. Mm-hmm. I'm happy about that. But, I think you can be a good teacher and still respect our privacy. Homer, don't ever tell them personal stuff about me again.",4.0,1.0
2742,"Well let's just call 'em uh, ""Mr. X"" and ""Mrs. Y."" So anyway, Mr. X would say, 'Marge, If this doesn't get your motor running, my name isn't Homer J. Simpson.'",We need names!,"Tell us more about you and Marge. I can't believe I paid ten thousand dollars for this course! What the heck was that lab fee for? Oh, all right. / Okay. We need names!",4.0,1.0
2747,"Son, I know you meant well, but that wasn't the right thing to do.","Well, me and Milhouse took some mail from a mail truck and threw it down the sewer.","What the darn...? Apparently that disturbing odor was the food. I find this demeaning and embarrassing beyond my worst nightmares. Well, me and Milhouse took some mail from a mail truck and threw it down the sewer.",4.0,1.0
2748,Why you little...,What the hell are you talkin' about? You're the one who double dared us.,"Apparently that disturbing odor was the food. I find this demeaning and embarrassing beyond my worst nightmares. Well, me and Milhouse took some mail from a mail truck and threw it down the sewer. What the hell are you talkin' about? You're the one who double dared us.",4.0,1.0
2749,"Well, now that the little ones have toddled off to bed...",Me too.,"I find this demeaning and embarrassing beyond my worst nightmares. Well, me and Milhouse took some mail from a mail truck and threw it down the sewer. What the hell are you talkin' about? You're the one who double dared us. Me too.",4.0,1.0
2750,"All right, we're breaking early tonight, class. For tomorrow, you should read pages seven through eighteen in Lisa's diary.",Get out! Get out! Get out!,"Well, me and Milhouse took some mail from a mail truck and threw it down the sewer. What the hell are you talkin' about? You're the one who double dared us. Me too. Get out! Get out! Get out!",4.0,1.0
2751,Huh?,"You, too.","What the hell are you talkin' about? You're the one who double dared us. Me too. Get out! Get out! Get out! You, too.",4.0,1.0
2752,But I'm not in the cla...,Get out!,"Me too. Get out! Get out! Get out! You, too. Get out!",4.0,1.0
2761,I'll pay you forty dollars if you think of it for me.,"Dad, you can't trick somebody into loving you. There's a reason two people come together and stay together. There's something they give each other that nobody else can give them. If you want to get Mom back, you just have to remember what you give her that nobody else can.","Here, Dad. I brought you some nice... Dad, that's just a plant. Look, I brought you some nice pudding. Dad, you can't trick somebody into loving you. There's a reason two people come together and stay together. There's something they give each other that nobody else can give them. If you want to get Mom back, you just have to remember what you give her that nobody else can.",4.0,1.0
2762,"Okay, thirty.",No.,"Dad, that's just a plant. Look, I brought you some nice pudding. Dad, you can't trick somebody into loving you. There's a reason two people come together and stay together. There's something they give each other that nobody else can give them. If you want to get Mom back, you just have to remember what you give her that nobody else can. No.",4.0,1.0
2763,"All right, brain. It's all up to you. If you don't think of what it is, we'll lose Marge forever.","Good luck, Dad.","Look, I brought you some nice pudding. Dad, you can't trick somebody into loving you. There's a reason two people come together and stay together. There's something they give each other that nobody else can give them. If you want to get Mom back, you just have to remember what you give her that nobody else can. No. Good luck, Dad.",4.0,1.0
2764,"Moe, what are you doing here?","'Kay. Clean house, no silverfish... I coulda been very happy here. Homer!","Dad, you can't trick somebody into loving you. There's a reason two people come together and stay together. There's something they give each other that nobody else can give them. If you want to get Mom back, you just have to remember what you give her that nobody else can. No. Good luck, Dad. 'Kay. Clean house, no silverfish... I coulda been very happy here. Homer!",4.0,1.0
2765,"Bye, Moe!","I didn't ask her for no water. She's lying, Homer, she's lyin'. She told me you were dead. That's the only reason I... I didn't do nothin'!","No. Good luck, Dad. 'Kay. Clean house, no silverfish... I coulda been very happy here. Homer! I didn't ask her for no water. She's lying, Homer, she's lyin'. She told me you were dead. That's the only reason I... I didn't do nothin'!",4.0,1.0
2766,"Marge, I figured out what I can give you that no one else can. A bouquet of po... I give up. I don't deserve to live with you. My tattered rags are caught on your coffee table.","Homer, what happened to you?","Good luck, Dad. 'Kay. Clean house, no silverfish... I coulda been very happy here. Homer! I didn't ask her for no water. She's lying, Homer, she's lyin'. She told me you were dead. That's the only reason I... I didn't do nothin'! Homer, what happened to you?",4.0,1.0
2767,"Wait a minute! Wait, that's it! I know now what I can offer you that no one else can. Complete and utter dependence.","Oh, here, let me help you.","'Kay. Clean house, no silverfish... I coulda been very happy here. Homer! I didn't ask her for no water. She's lying, Homer, she's lyin'. She told me you were dead. That's the only reason I... I didn't do nothin'! Homer, what happened to you? Oh, here, let me help you.",4.0,1.0
2768,"Are you kidding? It's a wondrous, marvelous thing. Marge, I need you more than anyone else on this entire planet could possibly ever need you. I need you to take care of me, to put up with me, and most of all, I need you to love me, because I love you.","Homer, that's not a good thing.","I didn't ask her for no water. She's lying, Homer, she's lyin'. She told me you were dead. That's the only reason I... I didn't do nothin'! Homer, what happened to you? Oh, here, let me help you. Homer, that's not a good thing.",4.0,1.0
2769,"Marge, look at me! We've been separated for a day, and I'm as dirty as a Frenchman. In another few hours, I'll be dead. I can't afford to lose your trust again.","But, how do I know I can trust you?","Homer, what happened to you? Oh, here, let me help you. Homer, that's not a good thing. But, how do I know I can trust you?",4.0,1.0
2792,"We hit the jackpot, here! White gold! Texas tea... sweetener.","Homer, that was downright decent of you.","Hurry up and finish eating! Oh! Whoa! Homer, that was downright decent of you.",4.0,1.0
2793,"Read your town charter, boy. ""If food stuffs should touch the ground, said food stuffs shall be turned over to the village idiot."" Since I don't see him around, start shoveling.","Dad, isn't this stealing?","Oh! Whoa! Homer, that was downright decent of you. Dad, isn't this stealing?",4.0,1.0
2800,"All right, pal. Where'd you get the sugar for that tea?",Hello.,"Homer? Homer, Homer! I want you to forget about guarding this stupid sugar. You're being completely paranoid. Hello.",4.0,1.0
2801,"Never! Never, Marge! I can't live the buttoned-down life like you. I want it all: the terrifying lows, the dizzying highs, the creamy middles. Sure I might offend a few of the bluenoses with my cocky-stride and musky odors. Oh, I'll never be the darling of the so called ""City Fathers"" who cluck their tongues, stroke their beards, and talk about what's to be done with this Homer Simpson.","Homer, when are you gonna give up this crazy sugar scheme?","Homer, Homer! I want you to forget about guarding this stupid sugar. You're being completely paranoid. Hello. Homer, when are you gonna give up this crazy sugar scheme?",4.0,1.0
2802,"No! Hey! Get off my sugar! Bad bees! Bad! Ow! Ow! Oh, they're defending themselves somehow!","Look, just get rid of the sugar, okay?","I want you to forget about guarding this stupid sugar. You're being completely paranoid. Hello. Homer, when are you gonna give up this crazy sugar scheme? Look, just get rid of the sugar, okay?",4.0,1.0
2806,"It's okay, Marge. I've learned my lesson. A mountain of sugar is too much for one man. It's clear now why God portions it out in those tiny packets and why he lives on a plantation in Hawaii.","I'm sorry, Homie.","Ah, very clever, Simpson. Luring our bees to your sugar pile and then selling them back to us at an inflated price. Simpson, you diobolical... we're willing to pay you two thousand dollars for the swarm. Oh, wait a minute. The bees are leaving. I'm sorry, Homie.",4.0,1.0
2811,Hmmm.,"Homer, young people learn about love from adults, and we've been setting a terrible example for our children and the community in general. I want us to deal with the issues raised by this book.","This romance is so full of heartfelt passion. I can really identify with this corn-fed heroine. Homer. Are you awake? This is important, give me some sign you're awake. Wake up! Homie, do you think that the romance has gone out of our lives? Wake up! It's nine thirty p.m. and you spent your whole Saturday drinking beer in Maggie's kiddy pool. Homer, young people learn about love from adults, and we've been setting a terrible example for our children and the community in general. I want us to deal with the issues raised by this book.",4.0,1.0
2817,Gotta go.,Ain't you ever seen a naked chick ridin' a clam before?,"Happy Valentine's. Okay, Homer. Yeah, ditto. Ain't you ever seen a naked chick ridin' a clam before?",4.0,1.0
2825,But they're so sweet.,"Well, desserts aren't always right.","This was a really nice night, Homer. What's wrong? Oh... well, we don't have to. Well, desserts aren't always right.",4.0,1.0
2826,"Oh, baby.","Homer, you know how I feel. So it-it's up to you. Look in your heart. I think you'll see what you want.","What's wrong? Oh... well, we don't have to. Well, desserts aren't always right. Homer, you know how I feel. So it-it's up to you. Look in your heart. I think you'll see what you want.",4.0,1.0
2827,She hit the bottle pretty hard and lost her job.,"Yes, what did happen to her?","Oh... well, we don't have to. Well, desserts aren't always right. Homer, you know how I feel. So it-it's up to you. Look in your heart. I think you'll see what you want. Yes, what did happen to her?",4.0,1.0
2832,"Marge, pour vous.",My prom date.,"Homer. Yeah, you want a ride? You know Homer, when I got home, I realized who I should have gone to the prom with. My prom date.",4.0,1.0
2833,"I've got a problem. Once you stop this car, I'm gonna hug you and kiss you and then I'll never be able to let you go.",Why so glum?,"Yeah, you want a ride? You know Homer, when I got home, I realized who I should have gone to the prom with. My prom date. Why so glum?",4.0,1.0
2834,But not the last.,"Ah, your first kiss.","You know Homer, when I got home, I realized who I should have gone to the prom with. My prom date. Why so glum? Ah, your first kiss.",4.0,1.0
2865,Uh-huh.,"Sideshow Bob used to be Krusty the Clown's sidekick. But in 1990, he framed Krusty for armed robbery and Bart got him put in jail.","Dad, I had to listen to this jerk all morning. Can we listen to something else? That sounds like Sideshow Bob! Dad, I'll spare you the embarrassment of admitting you don't know who Sideshow Bob is. Sideshow Bob used to be Krusty the Clown's sidekick. But in 1990, he framed Krusty for armed robbery and Bart got him put in jail.",4.0,1.0
